Approved_Symbol,Date_Name_Changed,Previous_Symbol,Synonyms,Linked_Genes
HSD2,2009-11,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|U1D2|HSD5|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|U1D2|HSD5|U1B2|U1F|HSD7
U1D2,2009-11,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|HSD5|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|HSD5|U1B2|U1F|HSD7
HSD5,2009-11,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|U1B2|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|U1B2|U1F|HSD7
U1B2,2009-11,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1F|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1F|HSD7
U1F,2009-11,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|HSD7,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|HSD7
HSD7,2009-11,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1,RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|U1F,RNU1E2|RNU1G2|RNU1D2|RNU1F1|RNU1G1|RNU1-4|HSD6|U1E2|HSD2|U1D2|HSD5|U1B2|U1F
RNU1G2,,,,
BCPM,,,,
RNU1-3,2009-11,RNU1G3,HSD4,RNU1G3|HSD4
HSD4,2009-11,RNU1G3,RNU1-3,RNU1G3|RNU1-3
RNU1G4,,,,
RNU1P1,,,,
RNVU1-1,2013-05,RNU1P10|RNU1-10P|RNVU1-10,vU1.1|U1P14|U1.4|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|vU1.1|U1P14|U1.4|vU1.10|RNU1-53
vU1.1,2013-05,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|U1P14|U1.4|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|U1P14|U1.4|vU1.10|RNU1-53
U1P14,2013-05,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1.4|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1.4|vU1.10|RNU1-53
U1.4,2013-05,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1P14|vU1.10|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1P14|vU1.10|RNU1-53
vU1.10,2013-05,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1P14|U1.4|RNU1-53,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1P14|U1.4|RNU1-53
RNU1-53,2013-05,RNU1P10|RNU1-10P|RNVU1-10,RNVU1-1|vU1.1|U1P14|U1.4|vU1.10,RNU1P10|RNU1-10P|RNVU1-10|RNVU1-1|vU1.1|U1P14|U1.4|vU1.10
RNVU1-11,2013-05,RNU1P2|RNU1-12P,vU1.11|U1P2A,RNU1P2|RNU1-12P|vU1.11|U1P2A
vU1.11,2013-05,RNU1P2|RNU1-12P,RNVU1-11|U1P2A,RNU1P2|RNU1-12P|RNVU1-11|U1P2A
U1P2A,2013-05,RNU1P2|RNU1-12P,RNVU1-11|vU1.11,RNU1P2|RNU1-12P|RNVU1-11|vU1.11
RNU1P3,,,,
RNU1P4,,,,
RNU1-11P,2011-04,RNU1P5,U1P1A|RNU1P1,RNU1P5|U1P1A|RNU1P1
U1P1A,2011-04,RNU1P5,RNU1-11P|RNU1P1,RNU1P5|RNU1-11P|RNU1P1
RNU1P1,2011-04,RNU1P5,RNU1-11P|U1P1A,RNU1P5|RNU1-11P|U1P1A
RNU1-13P,2011-04,RNU1P6,U1P1|U1.1,RNU1P6|U1P1|U1.1
U1P1,2011-04,RNU1P6,RNU1-13P|U1.1,RNU1P6|RNU1-13P|U1.1
U1.1,2011-04,RNU1P6,RNU1-13P|U1P1,RNU1P6|RNU1-13P|U1P1
RNU1-14P,2011-04,RNU1P7,U1P17,RNU1P7|U1P17
U1P17,2011-04,RNU1P7,RNU1-14P,RNU1P7|RNU1-14P
BCR,2016-05,D22S11|BCR1,D22S662|CML|PHL|ALL,D22S11|BCR1|D22S662|CML|PHL|ALL
D22S662,2016-05,D22S11|BCR1,BCR|CML|PHL|ALL,D22S11|BCR1|BCR|CML|PHL|ALL
CML,2016-05,D22S11|BCR1,BCR|D22S662|PHL|ALL,D22S11|BCR1|BCR|D22S662|PHL|ALL
PHL,2016-05,D22S11|BCR1,BCR|D22S662|CML|ALL,D22S11|BCR1|BCR|D22S662|CML|ALL
ALL,2016-05,D22S11|BCR1,BCR|D22S662|CML|PHL,D22S11|BCR1|BCR|D22S662|CML|PHL
RNU1-15P,2011-04,RNU1P8,U1P11,RNU1P8|U1P11
U1P11,2011-04,RNU1P8,RNU1-15P,RNU1P8|RNU1-15P
RNU1P9,,,,
RNU2-1,2013-05,,U2,U2
U2,2013-05,,RNU2-1,RNU2-1
SNORD20,2006-05,RNU20,U20,RNU20|U20
U20,2006-05,RNU20,SNORD20,RNU20|SNORD20
SNORD21,2006-05,RNU21,U21,RNU21|U21
U21,2006-05,RNU21,SNORD21,RNU21|SNORD21
SNORD22,2006-05,RNU22,U22,RNU22|U22
U22,2006-05,RNU22,SNORD22,RNU22|SNORD22
SNORD24,2006-05,RNU24,U24,RNU24|U24
U24,2006-05,RNU24,SNORD24,RNU24|SNORD24
SNORD25,2006-05,RNU25,U25,RNU25|U25
U25,2006-05,RNU25,SNORD25,RNU25|SNORD25
SNORD26,2006-05,RNU26,U26,RNU26|U26
U26,2006-05,RNU26,SNORD26,RNU26|SNORD26
SNORD27,2006-05,RNU27,U27,RNU27|U27
U27,2006-05,RNU27,SNORD27,RNU27|SNORD27
BCRP2,2010-10,BCR2|BCRL2,BCR-2,BCR2|BCRL2|BCR-2
BCR-2,2010-10,BCR2|BCRL2,BCRP2,BCR2|BCRL2|BCRP2
SNORD28,2006-05,RNU28,U28|SNORD28A,RNU28|U28|SNORD28A
U28,2006-05,RNU28,SNORD28|SNORD28A,RNU28|SNORD28|SNORD28A
SNORD28A,2006-05,RNU28,SNORD28|U28,RNU28|SNORD28|U28
SNORD29,2006-05,RNU29,U29,RNU29|U29
U29,2006-05,RNU29,SNORD29,RNU29|SNORD29
RNU2-2P,2013-05,RNU2B|RNU2-2,U2,RNU2B|RNU2-2|U2
U2,2013-05,RNU2B|RNU2-2,RNU2-2P,RNU2B|RNU2-2|RNU2-2P
RNU2-3P,2011-04,RNU2P1,U2,RNU2P1|U2
U2,2011-04,RNU2P1,RNU2-3P,RNU2P1|RNU2-3P
RNU2-4P,2011-04,RNU2P2,U2|U2/7,RNU2P2|U2|U2/7
U2,2011-04,RNU2P2,RNU2-4P|U2/7,RNU2P2|RNU2-4P|U2/7
U2/7,2011-04,RNU2P2,RNU2-4P|U2,RNU2P2|RNU2-4P|U2
RNU2-5P,2011-04,RNU2P3,U2|u2.7,RNU2P3|U2|u2.7
U2,2011-04,RNU2P3,RNU2-5P|u2.7,RNU2P3|RNU2-5P|u2.7
u2.7,2011-04,RNU2P3,RNU2-5P|U2,RNU2P3|RNU2-5P|U2
RNU3,,,,
SNORD30,2006-05,RNU30,U30,RNU30|U30
U30,2006-05,RNU30,SNORD30,RNU30|SNORD30
SNORD31,2006-05,RNU31,U31|SNORD31A,RNU31|U31|SNORD31A
U31,2006-05,RNU31,SNORD31|SNORD31A,RNU31|SNORD31|SNORD31A
SNORD31A,2006-05,RNU31,SNORD31|U31,RNU31|SNORD31|U31
SNORD32A,2006-05,RNU32,U32|U32A,RNU32|U32|U32A
U32,2006-05,RNU32,SNORD32A|U32A,RNU32|SNORD32A|U32A
U32A,2006-05,RNU32,SNORD32A|U32,RNU32|SNORD32A|U32
BCRP3,2010-09,BCR3|BCRL6|BCRL3,,BCR3|BCRL6|BCRL3
SNORD33,2006-05,RNU33,U33,RNU33|U33
U33,2006-05,RNU33,SNORD33,RNU33|SNORD33
SNORD34,2006-05,RNU34,U34,RNU34|U34
U34,2006-05,RNU34,SNORD34,RNU34|SNORD34
SNORD35A,2006-05,RNU35,U35|RNU35A,RNU35|U35|RNU35A
U35,2006-05,RNU35,SNORD35A|RNU35A,RNU35|SNORD35A|RNU35A
RNU35A,2006-05,RNU35,SNORD35A|U35,RNU35|SNORD35A|U35
SNORD36A,2006-05,RNU36A,U36a,RNU36A|U36a
U36a,2006-05,RNU36A,SNORD36A,RNU36A|SNORD36A
SNORD36B,2006-05,RNU36B,U36b,RNU36B|U36b
U36b,2006-05,RNU36B,SNORD36B,RNU36B|SNORD36B
SNORD36C,2006-05,RNU36C,U36c,RNU36C|U36c
U36c,2006-05,RNU36C,SNORD36C,RNU36C|SNORD36C
SNORD37,2006-05,RNU37,U37,RNU37|U37
U37,2006-05,RNU37,SNORD37,RNU37|SNORD37
SNORD39,,,,
SNORD3B-1,2006-11,RNU3A1,U3a|U3b1|U3b2,RNU3A1|U3a|U3b1|U3b2
U3a,2006-11,RNU3A1,SNORD3B-1|U3b1|U3b2,RNU3A1|SNORD3B-1|U3b1|U3b2
U3b1,2006-11,RNU3A1,SNORD3B-1|U3a|U3b2,RNU3A1|SNORD3B-1|U3a|U3b2
U3b2,2006-11,RNU3A1,SNORD3B-1|U3a|U3b1,RNU3A1|SNORD3B-1|U3a|U3b1
RNU3A2,,,,
BCRP4,2010-09,BCR4|BCRL4,BCR-4,BCR4|BCRL4|BCR-4
BCR-4,2010-09,BCR4|BCRL4,BCRP4,BCR4|BCRL4|BCRP4
RNU3A3,,,,
RNU3B1,,,,
RNU3B2,,,,
RNU3B3,,,,
RNU3B4,,,,
SNORD3P1,2017-02,RNU3P1,U3,RNU3P1|U3
U3,2017-02,RNU3P1,SNORD3P1,RNU3P1|SNORD3P1
SNORD3P2,2017-02,RNU3P2,U3|U3.2,RNU3P2|U3|U3.2
U3,2017-02,RNU3P2,SNORD3P2|U3.2,RNU3P2|SNORD3P2|U3.2
U3.2,2017-02,RNU3P2,SNORD3P2|U3,RNU3P2|SNORD3P2|U3
SNORD3P3,2017-02,RNU3P3,U3|U3.5|u3.7,RNU3P3|U3|U3.5|u3.7
U3,2017-02,RNU3P3,SNORD3P3|U3.5|u3.7,RNU3P3|SNORD3P3|U3.5|u3.7
U3.5,2017-02,RNU3P3,SNORD3P3|U3|u3.7,RNU3P3|SNORD3P3|U3|u3.7
u3.7,2017-02,RNU3P3,SNORD3P3|U3|U3.5,RNU3P3|SNORD3P3|U3|U3.5
SNORD3P4,2017-02,RNU3P4,U3|U3.6,RNU3P4|U3|U3.6
U3,2017-02,RNU3P4,SNORD3P4|U3.6,RNU3P4|SNORD3P4|U3.6
U3.6,2017-02,RNU3P4,SNORD3P4|U3,RNU3P4|SNORD3P4|U3
SNORD41,2006-05,RNU41,U41,RNU41|U41
U41,2006-05,RNU41,SNORD41,RNU41|SNORD41
BCRP5,2010-10,BCRL5,,BCRL5
SNORD42A,2006-05,RNU42A,U42,RNU42A|U42
U42,2006-05,RNU42A,SNORD42A,RNU42A|SNORD42A
SNORD42B,2006-05,RNU42B,U42B,RNU42B|U42B
U42B,2006-05,RNU42B,SNORD42B,RNU42B|SNORD42B
SNORD43,2006-07,RNU43,U43,RNU43|U43
U43,2006-07,RNU43,SNORD43,RNU43|SNORD43
SNORD44,2006-05,RNU44,U44,RNU44|U44
U44,2006-05,RNU44,SNORD44,RNU44|SNORD44
SNORD45A,2006-05,RNU45A,U45a,RNU45A|U45a
U45a,2006-05,RNU45A,SNORD45A,RNU45A|SNORD45A
SNORD45B,2006-05,RNU45B,U45b,RNU45B|U45b
U45b,2006-05,RNU45B,SNORD45B,RNU45B|SNORD45B
SNORD46,2006-05,RNU46|RNU40,U46|U40,RNU46|RNU40|U46|U40
U46,2006-05,RNU46|RNU40,SNORD46|U40,RNU46|RNU40|SNORD46|U40
U40,2006-05,RNU46|RNU40,SNORD46|U46,RNU46|RNU40|SNORD46|U46
SNORD47,2006-05,RNU47,U47,RNU47|U47
U47,2006-05,RNU47,SNORD47,RNU47|SNORD47
SNORD48,2006-05,RNU48,U48,RNU48|U48
U48,2006-05,RNU48,SNORD48,RNU48|SNORD48
SNORD49A,2006-05,RNU49,U49|U49A,RNU49|U49|U49A
U49,2006-05,RNU49,SNORD49A|U49A,RNU49|SNORD49A|U49A
U49A,2006-05,RNU49,SNORD49A|U49,RNU49|SNORD49A|U49
BCRL6,,,,
RNU4A,,,,
RNU4-1B,,,,
RNU4-1,2008-05,RNU4B2|RNU4A,U4BL|U4,RNU4B2|RNU4A|U4BL|U4
U4BL,2008-05,RNU4B2|RNU4A,RNU4-1|U4,RNU4B2|RNU4A|RNU4-1|U4
U4,2008-05,RNU4B2|RNU4A,RNU4-1|U4BL,RNU4B2|RNU4A|RNU4-1|U4BL
RNU4-2,2008-05,RNU4C|RNU4-1B|RNU4B1,U4c|U4b|U4A,RNU4C|RNU4-1B|RNU4B1|U4c|U4b|U4A
U4c,2008-05,RNU4C|RNU4-1B|RNU4B1,RNU4-2|U4b|U4A,RNU4C|RNU4-1B|RNU4B1|RNU4-2|U4b|U4A
U4b,2008-05,RNU4C|RNU4-1B|RNU4B1,RNU4-2|U4c|U4A,RNU4C|RNU4-1B|RNU4B1|RNU4-2|U4c|U4A
U4A,2008-05,RNU4C|RNU4-1B|RNU4B1,RNU4-2|U4c|U4b,RNU4C|RNU4-1B|RNU4B1|RNU4-2|U4c|U4b
RNU4-7P,2011-04,RNU4P1,U4|U4/7,RNU4P1|U4|U4/7
U4,2011-04,RNU4P1,RNU4-7P|U4/7,RNU4P1|RNU4-7P|U4/7
U4/7,2011-04,RNU4P1,RNU4-7P|U4,RNU4P1|RNU4-7P|U4
RNU4-8P,2011-04,RNU4P2,U4|U4/14,RNU4P2|U4|U4/14
U4,2011-04,RNU4P2,RNU4-8P|U4/14,RNU4P2|RNU4-8P|U4/14
U4/14,2011-04,RNU4P2,RNU4-8P|U4,RNU4P2|RNU4-8P|U4
RNU4-3P,2011-04,RNU4P3,U4|U4/4,RNU4P3|U4|U4/4
U4,2011-04,RNU4P3,RNU4-3P|U4/4,RNU4P3|RNU4-3P|U4/4
U4/4,2011-04,RNU4P3,RNU4-3P|U4,RNU4P3|RNU4-3P|U4
RNU4-4P,2011-04,RNU4P4,U4|U4/5,RNU4P4|U4|U4/5
U4,2011-04,RNU4P4,RNU4-4P|U4/5,RNU4P4|RNU4-4P|U4/5
U4/5,2011-04,RNU4P4,RNU4-4P|U4,RNU4P4|RNU4-4P|U4
RNU4-5P,2011-04,RNU4P5,U4|U4/6,RNU4P5|U4|U4/6
U4,2011-04,RNU4P5,RNU4-5P|U4/6,RNU4P5|RNU4-5P|U4/6
U4/6,2011-04,RNU4P5,RNU4-5P|U4,RNU4P5|RNU4-5P|U4
RNU4-6P,2011-04,RNU4P6,U4|U4/8,RNU4P6|U4|U4/8
U4,2011-04,RNU4P6,RNU4-6P|U4/8,RNU4P6|RNU4-6P|U4/8
U4/8,2011-04,RNU4P6,RNU4-6P|U4,RNU4P6|RNU4-6P|U4
CNNM1,2014-08,ACDP1,,ACDP1
BCS1L,2015-11,,Hs.6719|BCS|h-BCS|BJS,Hs.6719|BCS|h-BCS|BJS
Hs.6719,2015-11,,BCS1L|BCS|h-BCS|BJS,BCS1L|BCS|h-BCS|BJS
BCS,2015-11,,BCS1L|Hs.6719|h-BCS|BJS,BCS1L|Hs.6719|h-BCS|BJS
h-BCS,2015-11,,BCS1L|Hs.6719|BCS|BJS,BCS1L|Hs.6719|BCS|BJS
BJS,2015-11,,BCS1L|Hs.6719|BCS|h-BCS,BCS1L|Hs.6719|BCS|h-BCS
SNORD50A,2006-05,RNU50,U50,RNU50|U50
U50,2006-05,RNU50,SNORD50A,RNU50|SNORD50A
SNORD51,2006-05,RNU51,U51,RNU51|U51
U51,2006-05,RNU51,SNORD51,RNU51|SNORD51
SNORD52,2006-05,RNU52,U52,RNU52|U52
U52,2006-05,RNU52,SNORD52,RNU52|SNORD52
SNORD53,2006-05,RNU53,U53|SNORD53A,RNU53|U53|SNORD53A
U53,2006-05,RNU53,SNORD53|SNORD53A,RNU53|SNORD53|SNORD53A
SNORD53A,2006-05,RNU53,SNORD53|U53,RNU53|SNORD53|U53
SNORD54,2006-05,RNU54,U54,RNU54|U54
U54,2006-05,RNU54,SNORD54,RNU54|SNORD54
SNORD55,2006-05,RNU55|RNU39|SNORD39,U55|U39,RNU55|RNU39|SNORD39|U55|U39
U55,2006-05,RNU55|RNU39|SNORD39,SNORD55|U39,RNU55|RNU39|SNORD39|SNORD55|U39
U39,2006-05,RNU55|RNU39|SNORD39,SNORD55|U55,RNU55|RNU39|SNORD39|SNORD55|U55
SNORD56,2006-05,RNU56,U56,RNU56|U56
U56,2006-05,RNU56,SNORD56,RNU56|SNORD56
SNORD57,2006-05,RNU57,U57,RNU57|U57
U57,2006-05,RNU57,SNORD57,RNU57|SNORD57
SNORD58A,2006-05,RNU58A,U58a,RNU58A|U58a
U58a,2006-05,RNU58A,SNORD58A,RNU58A|SNORD58A
SNORD58B,2006-05,RNU58B,U58b,RNU58B|U58b
U58b,2006-05,RNU58B,SNORD58B,RNU58B|SNORD58B
BCUR1,,,,
SNORD59A,2006-05,RNU59,U59,RNU59|U59
U59,2006-05,RNU59,SNORD59A,RNU59|SNORD59A
RNU5A-1,2011-08,RNU5C|RNU5A,U5A|U5B1,RNU5C|RNU5A|U5A|U5B1
U5A,2011-08,RNU5C|RNU5A,RNU5A-1|U5B1,RNU5C|RNU5A|RNU5A-1|U5B1
U5B1,2011-08,RNU5C|RNU5A,RNU5A-1|U5A,RNU5C|RNU5A|RNU5A-1|U5A
RNU5B-1,2008-05,RNU5B,U5B1,RNU5B|U5B1
U5B1,2008-05,RNU5B,RNU5B-1,RNU5B|RNU5B-1
RNU5C,,,,
RNU5D-1,2011-08,RNU5D,U5DS|U5DL,RNU5D|U5DS|U5DL
U5DS,2011-08,RNU5D,RNU5D-1|U5DL,RNU5D|RNU5D-1|U5DL
U5DL,2011-08,RNU5D,RNU5D-1|U5DS,RNU5D|RNU5D-1|U5DS
RNU5E-1,2011-08,RNU5E,U5E,RNU5E|U5E
U5E,2011-08,RNU5E,RNU5E-1,RNU5E|RNU5E-1
RNU5F-1,2011-08,RNU5F,,RNU5F
SNORD60,2006-05,RNU60,U60,RNU60|U60
U60,2006-05,RNU60,SNORD60,RNU60|SNORD60
SNORD61,2006-05,RNU61,U61|HBII-342,RNU61|U61|HBII-342
U61,2006-05,RNU61,SNORD61|HBII-342,RNU61|SNORD61|HBII-342
HBII-342,2006-05,RNU61,SNORD61|U61,RNU61|SNORD61|U61
SNORD62A,2006-05,RNU62,U62|U62A,RNU62|U62|U62A
U62,2006-05,RNU62,SNORD62A|U62A,RNU62|SNORD62A|U62A
U62A,2006-05,RNU62,SNORD62A|U62,RNU62|SNORD62A|U62
BCYRN1,2012-08,,BC200|BC200a|NCRNA00004|LINC00004,BC200|BC200a|NCRNA00004|LINC00004
BC200,2012-08,,BCYRN1|BC200a|NCRNA00004|LINC00004,BCYRN1|BC200a|NCRNA00004|LINC00004
BC200a,2012-08,,BCYRN1|BC200|NCRNA00004|LINC00004,BCYRN1|BC200|NCRNA00004|LINC00004
NCRNA00004,2012-08,,BCYRN1|BC200|BC200a|LINC00004,BCYRN1|BC200|BC200a|LINC00004
LINC00004,2012-08,,BCYRN1|BC200|BC200a|NCRNA00004,BCYRN1|BC200|BC200a|NCRNA00004
SNORD63,2006-05,RNU63,U63|SNORD63A,RNU63|U63|SNORD63A
U63,2006-05,RNU63,SNORD63|SNORD63A,RNU63|SNORD63|SNORD63A
SNORD63A,2006-05,RNU63,SNORD63|U63,RNU63|SNORD63|U63
SNORA64,2006-04,RNU64,U64,RNU64|U64
U64,2006-04,RNU64,SNORA64,RNU64|SNORA64
SNORA65,2006-04,RNU65,U65,RNU65|U65
U65,2006-04,RNU65,SNORA65,RNU65|SNORA65
SNORA66,2006-04,RNU66,U66,RNU66|U66
U66,2006-04,RNU66,SNORA66,RNU66|SNORA66
SNORA67,2006-04,RNU67,U67,RNU67|U67
U67,2006-04,RNU67,SNORA67,RNU67|SNORA67
SNORA68,2006-04,RNU68,U68|SNORA68A,RNU68|U68|SNORA68A
U68,2006-04,RNU68,SNORA68|SNORA68A,RNU68|SNORA68|SNORA68A
SNORA68A,2006-04,RNU68,SNORA68|U68,RNU68|SNORA68|U68
SNORA69,2006-04,RNU69,U69,RNU69|U69
U69,2006-04,RNU69,SNORA69,RNU69|SNORA69
RNU6-1,2008-05,RNU6A,U6|U6-1,RNU6A|U6|U6-1
U6,2008-05,RNU6A,RNU6-1|U6-1,RNU6A|RNU6-1|U6-1
U6-1,2008-05,RNU6A,RNU6-1|U6,RNU6A|RNU6-1|U6
RNU6-6P,2013-05,RNU6B|RNU6-6,U6-6,RNU6B|RNU6-6|U6-6
U6-6,2013-05,RNU6B|RNU6-6,RNU6-6P,RNU6B|RNU6-6|RNU6-6P
RNU6-50P,2013-05,RNU6P1|RNU6-50,U6,RNU6P1|RNU6-50|U6
U6,2013-05,RNU6P1|RNU6-50,RNU6-50P,RNU6P1|RNU6-50|RNU6-50P
BCYRN1P1,,,BC200b,BC200b
BC200b,,,BCYRN1P1,BCYRN1P1
RNU6V,,,87U6|LH87,87U6|LH87
87U6,,,RNU6V|LH87,RNU6V|LH87
LH87,,,RNU6V|87U6,RNU6V|87U6
SNORA70,2006-04,RNU70,U70|DXS648E,RNU70|U70|DXS648E
U70,2006-04,RNU70,SNORA70|DXS648E,RNU70|SNORA70|DXS648E
DXS648E,2006-04,RNU70,SNORA70|U70,RNU70|SNORA70|U70
SNORA71A,2006-04,RNU71A,U71a,RNU71A|U71a
U71a,2006-04,RNU71A,SNORA71A,RNU71A|SNORA71A
SNORA71B,2006-04,RNU71B,U71b,RNU71B|U71b
U71b,2006-04,RNU71B,SNORA71B,RNU71B|SNORA71B
SNORA72,2006-04,RNU72,U72,RNU72|U72
U72,2006-04,RNU72,SNORA72,RNU72|SNORA72
SNORD73A,2006-05,RNU73,U73a|RNU73A,RNU73|U73a|RNU73A
U73a,2006-05,RNU73,SNORD73A|RNU73A,RNU73|SNORD73A|RNU73A
RNU73A,2006-05,RNU73,SNORD73A|U73a,RNU73|SNORD73A|U73a
RNU7-68P,2008-05,RNU7P1,HSU7.732A|U7.68,RNU7P1|HSU7.732A|U7.68
HSU7.732A,2008-05,RNU7P1,RNU7-68P|U7.68,RNU7P1|RNU7-68P|U7.68
U7.68,2008-05,RNU7P1,RNU7-68P|HSU7.732A,RNU7P1|RNU7-68P|HSU7.732A
RNU7-86P,2008-08,RNU7P2,HSU7.7/32B,RNU7P2|HSU7.7/32B
HSU7.7/32B,2008-08,RNU7P2,RNU7-86P,RNU7P2|RNU7-86P
RNU7P3,,,,
RNU7-55P,2008-05,RNU7P4,HSU7.36|U7.55,RNU7P4|HSU7.36|U7.55
HSU7.36,2008-05,RNU7P4,RNU7-55P|U7.55,RNU7P4|RNU7-55P|U7.55
U7.55,2008-05,RNU7P4,RNU7-55P|HSU7.36,RNU7P4|RNU7-55P|HSU7.36
BCYRN1P2,,,BC200g,BC200g
BC200g,,,BCYRN1P2,BCYRN1P2
SNORD82,2006-05,RNU82,Z25|U82,RNU82|Z25|U82
Z25,2006-05,RNU82,SNORD82|U82,RNU82|SNORD82|U82
U82,2006-05,RNU82,SNORD82|Z25,RNU82|SNORD82|Z25
PHAX,2008-10,RNUXA,FLJ13193,RNUXA|FLJ13193
FLJ13193,2008-10,RNUXA,PHAX,RNUXA|PHAX
RNY1,2008-03,,hY1,hY1
hY1,2008-03,,RNY1,RNY1
RNY3,2008-03,,hY3,hY3
hY3,2008-03,,RNY3,RNY3
RNY4,2008-03,,HY4,HY4
HY4,2008-03,,RNY4,RNY4
RNY4P1,2008-03,,hY4.B8,hY4.B8
hY4.B8,2008-03,,RNY4P1,RNY4P1
RNY4P2,2008-03,,hY4.B7,hY4.B7
hY4.B7,2008-03,,RNY4P2,RNY4P2
RNY4P3,2008-03,,hY4.F2,hY4.F2
hY4.F2,2008-03,,RNY4P3,RNY4P3
RNY5,2008-03,,,
ROBO1,2015-06,,DUTT1|FLJ21882|SAX3,DUTT1|FLJ21882|SAX3
DUTT1,2015-06,,ROBO1|FLJ21882|SAX3,ROBO1|FLJ21882|SAX3
FLJ21882,2015-06,,ROBO1|DUTT1|SAX3,ROBO1|DUTT1|SAX3
SAX3,2015-06,,ROBO1|DUTT1|FLJ21882,ROBO1|DUTT1|FLJ21882
BDB,,,,
ROBO2,2015-06,,KIAA1568,KIAA1568
KIAA1568,2015-06,,ROBO2,ROBO2
ROCK1,2016-01,,p160ROCK,p160ROCK
p160ROCK,2016-01,,ROCK1,ROCK1
ROCK2,2016-01,,,
PTBP3,2011-11,ROD1,DKFZp781I1117,ROD1|DKFZp781I1117
DKFZp781I1117,2011-11,ROD1,PTBP3,ROD1|PTBP3
ROM1,,,TSPAN23|ROM,TSPAN23|ROM
TSPAN23,,,ROM1|ROM,ROM1|ROM
ROM,,,ROM1|TSPAN23,ROM1|TSPAN23
RONU,,,,
ROR1,2016-06,NTRKR1,,NTRKR1
ROR2,2016-03,NTRKR2|BDB|BDB1,,NTRKR2|BDB|BDB1
RORA,2016-01,,RZRA|ROR1|ROR2|ROR3|NR1F1,RZRA|ROR1|ROR2|ROR3|NR1F1
RZRA,2016-01,,RORA|ROR1|ROR2|ROR3|NR1F1,RORA|ROR1|ROR2|ROR3|NR1F1
ROR1,2016-01,,RORA|RZRA|ROR2|ROR3|NR1F1,RORA|RZRA|ROR2|ROR3|NR1F1
ROR2,2016-01,,RORA|RZRA|ROR1|ROR3|NR1F1,RORA|RZRA|ROR1|ROR3|NR1F1
ROR3,2016-01,,RORA|RZRA|ROR1|ROR2|NR1F1,RORA|RZRA|ROR1|ROR2|NR1F1
NR1F1,2016-01,,RORA|RZRA|ROR1|ROR2|ROR3,RORA|RZRA|ROR1|ROR2|ROR3
RORB,2016-01,,RZRB|NR1F2|ROR-BETA,RZRB|NR1F2|ROR-BETA
RZRB,2016-01,,RORB|NR1F2|ROR-BETA,RORB|NR1F2|ROR-BETA
NR1F2,2016-01,,RORB|RZRB|ROR-BETA,RORB|RZRB|ROR-BETA
ROR-BETA,2016-01,,RORB|RZRB|NR1F2,RORB|RZRB|NR1F2
BDB1,,,,
RORC,2016-01,,RZRG|RORG|NR1F3|TOR,RZRG|RORG|NR1F3|TOR
RZRG,2016-01,,RORC|RORG|NR1F3|TOR,RORC|RORG|NR1F3|TOR
RORG,2016-01,,RORC|RZRG|NR1F3|TOR,RORC|RZRG|NR1F3|TOR
NR1F3,2016-01,,RORC|RZRG|RORG|TOR,RORC|RZRG|RORG|TOR
TOR,2016-01,,RORC|RZRG|RORG|NR1F3,RORC|RZRG|RORG|NR1F3
ROS1,2016-04,,MCF3|ROS|c-ros-1,MCF3|ROS|c-ros-1
